variable_name,display_name,data_type,original_worksheet,n_unique_values,missing_rate_pct,imputation_strategy,encoding_mapping,sample_values
pred_RH_encoded,移植后_RH (编码),integer (encoded),pre-test-d,1,0.0,"mode (fill=阳性, n=44)",0=阳性,0
pred_直接抗人球蛋白实验_encoded,移植后_直接抗人球蛋白实验 (编码),integer (encoded),pre-test-d,2,0.0,"mode (fill=阴性, n=112)",0=阳性; 1=阴性,1; 0
pred_直接抗人球蛋白实验备注_encoded,移植后_直接抗人球蛋白实验备注 (编码),integer (encoded),pre-test-d,2,0.0,"mode (fill=+, n=245)",0=+; 1=0.5,0; 1
pred_抗体筛选实验_encoded,移植后_抗体筛选实验 (编码),integer (encoded),pre-test-d,1,0.0,"mode (fill=阴性, n=112)",0=阴性,0
pred_尿蛋白(PRO)_encoded,移植后_尿蛋白(PRO) (编码),integer (encoded),pre-test-d,4,0.0,"mode (fill=（-）, n=87)",0=（+++）; 1=（++）; 2=（+）; 3=（-）,3; 0; 2
pred_尿白细胞(LEU)_encoded,移植后_尿白细胞(LEU) (编码),integer (encoded),pre-test-d,4,0.0,"mode (fill=（-）, n=87)",0=（+++）; 1=（++）; 2=（+）; 3=（-）,3; 1; 2
pred_尿红细胞(BLD)_encoded,移植后_尿红细胞(BLD) (编码),integer (encoded),pre-test-d,4,0.0,"mode (fill=（-）, n=88)",0=（+++）; 1=（++）; 2=（+）; 3=（-）,3; 0; 2
pred_抗核抗体谱_encoded,移植后_抗核抗体谱 (编码),integer (encoded),pre-test-d,2,0.0,"mode (fill=全阴性, n=77)",0=全阴性; 1=部分阳性,0; 1
pred_抗核抗体谱备注_encoded,移植后_抗核抗体谱备注 (编码),integer (encoded),pre-test-d,23,0.0,"mode (fill=RO-52, n=223)",0=AHA; 1=AHA弱阳性; 2=AMA-M2; 3=ANA滴度1:100阳性; 4=ANA滴度1:100阳性1+; 5=ANA滴度1:100阳性，ANA滴度1:320阳性; 6=ANA滴度1:100，弱阳性; 7=RO-52; 8=抗Jo-1抗体弱阳性; 9=抗PCNA; 10=抗PM-SCL; 11=抗PM-Scl抗体弱阳性; 12=抗PM-Scl抗体阳性，ANA滴度1:100阳性; 13=抗PM-scl; 14=抗PM-scl抗体 弱阳性; 15=抗nRNP/Sm抗体; 16=抗nRNP/Sm抗体，ANA滴度1:100阳性; 17=抗scl-70抗体; 18=抗增殖细胞核抗原抗体阳性; 19=抗核糖体P蛋白抗体阳性; 20=抗着丝点抗体; 21=抗着丝点抗体弱阳性; 22=抗着丝点抗体阳性,7; 16; 21
pred_HIV_encoded,移植后_HIV (编码),integer (encoded),pre-test-d,1,0.0,"mode (fill=阴性, n=40)",0=阴性,0
pred_梅毒_encoded,移植后_梅毒 (编码),integer (encoded),pre-test-d,2,0.0,"mode (fill=阴性, n=38)",0=阳性; 1=阴性,1; 0
pred_HCV_encoded,移植后_HCV (编码),integer (encoded),pre-test-d,1,0.0,"mode (fill=阴性, n=44)",0=阴性,0
pred_HBsAg（乙肝表面抗原）_encoded,移植后_HBsAg（乙肝表面抗原） (编码),integer (encoded),pre-test-d,2,0.0,"mode (fill=阴性, n=42)",0=阳性; 1=阴性,1; 0
pred_HDVAb（丁肝抗体）_encoded,移植后_HDVAb（丁肝抗体） (编码),integer (encoded),pre-test-d,1,0.0,"mode (fill=阴性, n=42)",0=阴性,0
pred_HBsAb（乙肝表面抗体）_encoded,移植后_HBsAb（乙肝表面抗体） (编码),integer (encoded),pre-test-d,2,0.0,"mode (fill=阴性, n=42)",0=阳性; 1=阴性,1; 0
pred_HEVAb（戊肝抗体）_encoded,移植后_HEVAb（戊肝抗体） (编码),integer (encoded),pre-test-d,2,0.0,"mode (fill=阴性, n=42)",0=阳性; 1=阴性,1; 0
pred_HAVAb（甲肝抗体）_encoded,移植后_HAVAb（甲肝抗体） (编码),integer (encoded),pre-test-d,1,0.0,"mode (fill=阴性, n=42)",0=阴性,0
pred_巨细胞病毒DNA定量_encoded,移植后_巨细胞病毒DNA定量 (编码),integer (encoded),pre-test-d,2,0.0,"mode (fill=阴性, n=134)",0=阳性; 1=阴性,1; 0
pred_EB病毒核酸_encoded,移植后_EB病毒核酸 (编码),integer (encoded),pre-test-d,2,0.0,"mode (fill=阴性, n=124)",0=阳性; 1=阴性,1; 0
pred_EB病毒核酸备注_encoded,移植后_EB病毒核酸备注 (编码),integer (encoded),pre-test-d,44,0.0,"mode (fill=1.06E+002, n=203)",0=1.06E+002; 1=1.14E+002; 2=1.27E+003; 3=1.37E+002; 4=1.42E+003; 5=1.54E+003; 6=1.5E+003; 7=1.71E+003; 8=1.82E+002; 9=1.83E+003; 10=2.02E+003; 11=2.07E+002; 12=2.09E+002; 13=2.11E+002; 14=2.19E+003; 15=2.43E+003; 16=2.62E+002; 17=3.49E+002; 18=3.72E+002; 19=4.22E+002; 20=4.27E+003; 21=4.41E+002; 22=4.44E+003; 23=4.45E+002; 24=4.77E+001; 25=4.82E+002; 26=4.86E+002; 27=4.99E+002; 28=5.16E+002; 29=5.6E+002; 30=5.73E+002; 31=6.64E+002; 32=6.66E+002; 33=6.73E+002; 34=7.03E+002; 35=7.32E+002; 36=7.87E+001; 37=7.98E+002; 38=8.24E+001; 39=9.54E+002; 40=EB-IgG:36.70; 41=IgG 24.31; 42=血3.85E+002; 43=血4.50E+002,0; 32; 11
pred_弓形虫抗体_encoded,移植后_弓形虫抗体 (编码),integer (encoded),pre-test-d,3,0.0,"mode (fill=均阴性, n=81)",0=IgG; 1=IgM; 2=均阴性,0; 2; 1
pred_单纯疱疹病毒抗体_encoded,移植后_单纯疱疹病毒抗体 (编码),integer (encoded),pre-test-d,3,0.0,"mode (fill=IgG, n=81)",0=IgG; 1=IgM; 2=均阴性,2; 0; 1
pred_风疹病毒抗体_encoded,移植后_风疹病毒抗体 (编码),integer (encoded),pre-test-d,2,0.0,"mode (fill=IgG, n=82)",0=IgG; 1=均阴性,0; 1
pred_巨细胞病毒抗体_encoded,移植后_巨细胞病毒抗体 (编码),integer (encoded),pre-test-d,2,0.0,"mode (fill=IgG, n=81)",0=IgG; 1=均阴性,1; 0
pred_心电图_encoded,移植后_心电图 (编码),integer (encoded),pre-test-d,3,0.0,"mode (fill=正常, n=43)",0=异常，无临床意义; 1=未检查; 2=正常,2; 1; 0
pred_心电图备注_encoded,移植后_心电图备注 (编码),integer (encoded),pre-test-d,24,0.0,"mode (fill=窦性心动过速, n=212)",0=1.窦性心律；2.电轴左偏。; 1=1、窦性心律，2、T波改变; 2=不完全右束支传导阻滞; 3=偶发室性早搏; 4=左室高电压，ST段抬高; 5=左心室肥大; 6=电轴右偏; 7=窦性心动过缓; 8=窦性心动过缓律不齐58次/分; 9=窦性心动过速; 10=窦性心律不齐; 11=窦性心律，ST-T改变; 12=窦性心律，偶发房性早搏; 13=窦性心律，完全性右束支阻滞; 14=窦性心律，室性早搏，T波改变; 15=窦性心律，左室高电压; 16=窦性心律，房性早搏; 17=窦性心律，点粥左偏; 18=窦性心律，电轴左偏; 19=窦性心率; 20=窦性心率不齐; 21=窦性心率过速; 22=窦性心率，左室高电压; 23=窦缓,9; 12; 15
pred_心脏超声_encoded,移植后_心脏超声 (编码),integer (encoded),pre-test-d,4,0.0,"mode (fill=未检查, n=89)",0=异常，无临床意义; 1=异常，有临床意义; 2=未检查; 3=正常,0; 2; 3
pred_心脏超声备注_encoded,移植后_心脏超声备注 (编码),integer (encoded),pre-test-d,30,0.0,"mode (fill=三尖瓣局限性反流, n=201)",0=1.室间隔增厚，2.二尖瓣、三尖瓣局限性反流，3.左室舒张功能减退; 1=1.心脏各腔室大小正常；2.三尖瓣局限性反流；3.左室舒张功能减退; 2=1:心脏各腔室大小正常，主动脉窦部增宽          2：心功能检测正常; 3=三尖瓣局限性反流; 4=三尖瓣局限性反流，左室舒张功能减退; 5=三尖瓣局限性返流，左室舒张功能减低; 6=三尖瓣局限性返流，左室舒张功能减退; 7=三尖瓣微量反流; 8=三尖瓣轻度性反流，二尖瓣局限性反流; 9=主动脉瓣右冠瓣略脱垂，轻度反流; 10=主动脉窦部增宽; 11=主动脉窦部增宽；三尖瓣微量返流；左室舒张功能减退；室间隔增厚; 12=主动脉窦部稍增宽，左室舒张功能减退; 13=二三尖瓣微量反流; 14=二尖瓣、三尖瓣、主动脉瓣局限性反流，左室舒张功能减退; 15=二尖瓣、三尖瓣局限性反流; 16=二尖瓣、三尖瓣局限性反流，左室舒张功能减退; 17=二尖瓣、三尖瓣局限性反流；左室舒张功能减退; 18=二尖瓣局部反流; 19=二尖瓣局限性反流，左室舒张功能减退; 20=二尖瓣，三尖瓣局限性反流；左室舒张功能减退。; 21=室间隔增厚，左室舒张功能减退; 22=室间隔稍增厚; 23=左室舒张功能减退; 24=左室舒张功能减退。; 25=左室舒张功能减退，三尖瓣局限性返流; 26=左房增大，三尖瓣局限性反流，左室舒张松弛降低; 27=左房增大，三尖瓣微量返流; 28=心脏各腔室大小正常，主动脉窦部及升部增宽，左室舒张功能减退; 29=肺动脉瓣局限性反流,3; 23; 29
pred_腹部超声_encoded,移植后_腹部超声 (编码),integer (encoded),pre-test-d,4,0.0,"mode (fill=正常, n=47)",0=异常，无临床意义; 1=异常，有临床意义; 2=未检查; 3=正常,3; 1; 2
pred_腹部超声备注_encoded,移植后_腹部超声备注 (编码),integer (encoded),pre-test-d,57,0.0,"mode (fill=脂肪肝, n=164)",0=1.肝内稍高回声结节，考虑血管瘤可能性大；2.胆囊息肉，3.左肾低回声结节，性质待定; 1=1.肝右下叶缘处囊实性占位，考虑良性病变，血管瘤可能性大，建议复查2.肝右前上段，右后叶上段高回声占位，血管瘤可能性大，建议复查; 2=1.肝小囊肿；2.左肾囊肿。; 3=1.脂肪肝，肝囊肿；2.胆囊息肉; 4=1.脂肪肝；2.胆囊息肉; 5=1，肝内稍高回声占位，倾向于血管瘤，建议必要时超声造影检查  2，胆囊息肉，胆囊壁粗糙; 6=右肾囊肿; 7=右肾小囊肿; 8=右肾小结石; 9=右肾局限性积液; ... (57 total classes),40; 44; 47
pred_胸片_encoded,移植后_胸片 (编码),integer (encoded),pre-test-d,4,0.0,"mode (fill=正常, n=55)",0=异常，无临床意义; 1=异常，有临床意义; 2=未检查; 3=正常,3; 2; 0
pred_胸片备注_encoded,移植后_胸片备注 (编码),integer (encoded),pre-test-d,11,0.0,"mode (fill=双肺纹理增多, n=233)",0=双肺上叶少许纤维硬结灶可能; 1=双肺纹理增多; 2=双肺纹理增多，双肺未见实质病变; 3=双肺纹理增多，模糊，主动脉增宽，心影轻度增大; 4=右上肺斑点高密度影，继发型肺结核待排; 5=右上肺硬结灶; 6=右上肺，斑片状影，建议ct进一步检查，; 7=左上肺门旁少许纤维灶; 8=左下肺局部纹理稍模糊; 9=左肺中野多发点状影，考虑片外因素，主动脉稍增宽; 10=胸椎椎小关节骨质密度增高，建议CT检查,1; 5; 9
pred_肺CT_encoded,移植后_肺CT (编码),integer (encoded),pre-test-d,4,0.0,"mode (fill=未检查, n=103)",0=异常，无临床意义; 1=异常，有临床意义; 2=未检查; 3=正常,2; 0; 3
pred_肺CT备注_encoded,移植后_肺CT备注 (编码),integer (encoded),pre-test-d,13,0.0,"mode (fill=双下肺见少许斑片状，条索状，密度增高影，, n=234)",0=双下肺见少许斑片状，条索状，密度增高影，; 1=双肺上叶及左肺下叶背段继发型肺结核；右肺下叶前基底段小硬结灶。左肺下叶前基底段纤维灶; 2=双肺纹理增多，肝右叶小钙化灶; 3=右下肺钙化灶; 4=右肺上叶后段胸膜下区结节影伴部分钙化改变，左肺下叶外侧基底段局部小硬结灶可能; 5=右肺尖纤维硬结灶可能; 6=右肺尖胸膜下小硬结灶可能；右肺下叶背段小钙化灶; 7=左下肺少量纤维灶，左侧胸膜稍增厚钙化; 8=左肺上叶浅淡小结节影; 9=纵膈多发结节影，稍大淋巴结或其他待排; 10=肝内多发小囊肿; 11=肝右叶椭圆形高密度影; 12=脂肪肝,0; 2; 12
followup_ECOG_encoded,随访_ECOG (编码),integer (encoded),followup,2,0.0,"mode (fill=0分, n=244)",0=0分; 1=4分,0; 1
followup_CMV_encoded,随访_CMV (编码),integer (encoded),followup,44,0.0,"mode (fill=阴性, n=69)",0=  血2.44E+001; 1=(-); 2=1.23E+001; 3=2.03E+003; 4=2.34E+001; 5=3.69E+002; 6=6.21E+002; 7=7.31E+001; 8=8.98E+002; 9=尿1.57E+001; 10=尿：3.65E+001，血：2.65E+002; 11=尿：8.53E+002; 12=血1.12E+002; 13=血1.19E+004; 14=血1.26E+002; 15=血1.72E+002; 16=血1.7E+001; 17=血1.90E+001; 18=血2.00E+004; 19=血2.28E+002; 20=血2.58E+001; 21=血3.34E+002; 22=血3.69E+001; 23=血3.95E+001; 24=血4.10E+001; 25=血4.63E+002; 26=血4.65E+001; 27=血4.82E+002; 28=血5.59E+001; 29=血6.32E+001; 30=血7.57E+001; 31=血8.76E+002，尿7.05E+002; 32=血9.50E+001; 33=血：1.55E+003; 34=血：4.05E+002，尿：阴性; 35=血：4.42E+001; 36=血：7.60E+001，尿：阴性; 37=血：阴性; 38=血：阴性，尿：2.76E+003; 39=血：阴性，尿：7.63E+001; 40=血：阴性，尿：8.66E+002; 41=血：阴性，尿：阴性; 42=阴性; 43=（-）,8; 42; 32
followup_EB_encoded,随访_EB (编码),integer (encoded),followup,64,0.0,"mode (fill=阴性, n=131)",0=  血2.3E+002; 1= 血1.36E+005; 2= 血2.16E+004; 3= 血7.73E+002; 4=(-); 5=1.03E+004; 6=1.07E+004; 7=1.09E+003; 8=1.17E+004; 9=1.40E+003; ... (64 total classes),27; 62; 57
followup_白血病细胞_encoded,随访_白血病细胞 (编码),integer (encoded),followup,5,0.0,"mode (fill=0%, n=231)",0=0; 1=0%; 2=查见少量单核细胞; 3=查见少量淋巴细胞; 4=阴性,1; 4; 3
followup_MRD_encoded,随访_MRD (编码),integer (encoded),followup,4,0.0,"mode (fill=0%, n=231)",0=(-); 1=0%; 2=阴性; 3=（-）,1; 2; 0
followup_植入率类型_encoded,随访_植入率类型 (编码),integer (encoded),followup,3,0.0,"mode (fill=STR, n=158)",0=STR; 1=XX; 2=XY,0; 2; 1
followup_植入率_encoded,随访_植入率 (编码),integer (encoded),followup,14,0.0,"mode (fill=100%, n=157)",0=0; 1=100; 2=100%; 3=55; 4=65; 5=71; 6=93%; 7=94.14%; 8=97%; 9=98%; 10=99; 11=99%; 12=99.5; 13=99.5%,2; 10; 1
followup_MRD_1_encoded,随访_MRD_1 (编码),integer (encoded),followup,9,0.0,"mode (fill=0, n=145)",0=(+); 1=0; 2=0.33; 3=0.53; 4=1.28; 5=1.32; 6=16.17; 7=35.48; 8=（-）,1; 4; 7
followup_不良预后基因_encoded,随访_不良预后基因 (编码),integer (encoded),followup,22,0.0,"mode (fill=阴性, n=215)",0=0; 1=0.0073%; 2=AML1-ET0/ABL 0%; 3=AML1-ETO/ABL 0%; 4=AML1-ETO/ABL 0.04%; 5=AML1/ETO 0%，AML1-ETO/ABL 0.07%; 6=BCR-ABL P210   /ABL0.13%; 7=BCR-ABL/ABL 0%; 8=BCR/ABL  P210/ABL0.62%; 9=BCR/ABL 0%; 10=BXR/ABL 0%; 11=CEBPA(-); 12=CEBPA0%MPM10%; 13=DNMT3A（-）; 14=E2A-PBX1（-）; 15=MLL0%; 16=SIL-TAL1; 17=WT1/ABL  0.43%; 18=WT1/ABL 0.11%; 19=WT1/ABL 0.27; 20=WT1/ABL1.2%; 21=阴性,21; 12; 2
followup_抗排异药物方案_encoded,随访_抗排异药物方案 (编码),integer (encoded),followup,99,0.0,"mode (fill=CSA50mg/12h, n=141)","0=12.11CSA155mg/d; 1=12.23 泼尼松20mg/日
12.25 环孢素120mg/日; 2=1月8日：甲泼尼龙琥珀酸钠80mg/日
1月9日：甲氨蝶呤17mg（临时）; 3=3.4CSA125mg/12h; 4=4.24    泼尼松60mg/d; 5=4.24    骁悉0.5g/12h+CSA136mg/d; 6=5.14      CSA50mg/12h+泼尼松10mg/12h; 7=5.21  FK2.5mg/d; 8=6.12
骁悉早0.5g晚0.25g+单日CSA早100mg晚75mg+双日CSA早75mg晚75mg; 9=7.13：他克莫司2mg/日+骁悉0.5g/12h; ... (99 total classes)",12; 25; 39
followup_预防复发药物方案_encoded,随访_预防复发药物方案 (编码),integer (encoded),followup,20,0.0,"mode (fill=鞘注, n=220)","0=CAR-T细胞; 1=VTLP化疗+鞘注; 2=停达沙替尼; 3=出院; 4=地西他滨*5d; 5=地西他滨10mg/5d; 6=昨日予以白介素300wu/日治疗，11月26日停用; 7=氟达拉滨47mg/d+磷酸酰胺0.47g; 8=泼尼松7.5mg/d+环孢素早50mg晚75mg; 9=西达本胺  4片/天; 10=输注间充质干细胞50ml; 11=间充质100ml; 12=间充质50ml; 13=鞘注; 14=鞘注：MTX12.5mg+Ara-C35mg
输注间充干细胞50ml; 15=鞘注：甲氨蝶呤+阿糖胞苷; 16=鞘注：甲氨蝶呤10mg+地米5mg
间充质6单位; 17=鞘注：甲氨蝶呤10mg+阿糖胞苷50mg; 18=鞘注：甲氨蝶呤12.5mg+地米+阿糖胞苷35mg; 19=鞘注：阿糖胞苷35mg+甲氨蝶呤12.5mg；输注间充质干细胞100ml",13; 14; 9
followup_并发症_encoded,随访_并发症 (编码),integer (encoded),followup,69,0.0,"mode (fill=发热38℃, n=177)","0=11.26  患者诉尿频尿急，可见肉眼血尿，考虑尿路感染。; 1=12.11昨日给开塞露后解5次黄色稀便，量较多，今日出现尿频，尿急，尿痛，较前好转，
尿常规显示尿路感染。; 2=1月31日12:30开始输注骨髓液600ml；2月1日00:07患者血压测不出，喘累明显，烦躁不安，吸氧浓度升至100%，氧饱和度仍持续下降，家属放弃抢救，于02:17自动出院; 3=2018.3.2转红岭医院; 4=3.6   皮肤瘙痒
3.7   皮肤瘙痒较前好转; 5=4.21    恶心，呕吐，皮疹消退，; 6=4.25. 患者发热，体温38.8. 昨日调整呼吸机挂式，呼吸频率维持在17次/分，夜间患者呼吸抑制，波动在0-10次每分，血气分析提示二氧化碳潴留，呼吸性酸中毒，尼可刹米治疗后未见改善。今日患者呼吸频率仍未改善，请呼吸科调整呼吸机为SIMV模式，患者自主呼吸仍低，频率在0-10次/分，咪达唑仑停止超过24小时，考虑呼吸中枢受损，双侧瞳孔直径约3mm，对光反射灵敏，双下肢病理征可疑阳性，考虑颅内出血引起呼吸抑制; 7=4.26患者因白血病内环境紊乱，连续性血液净化治疗，呼吸17次每分，脉搏81次每分，血压145/ 62毫米汞柱，意识昏迷，患者昨日18:40左右，突发双眼凝视， 四肢强直，给予开口器预防舌咬伤，持续4分钟后自行缓解。昨夜至今未再出现癫痫发作，查房神志淡漠，能少量对答。; 8=5.4患者今日午间发热，体温38.8，伴畏寒，不寒战; 9=5.5体温39.3
5.7体温38.4; ... (69 total classes)",29; 46; 14
followup_是否感染_encoded,随访_是否感染 (编码),integer (encoded),followup,1,0.0,"mode (fill=是, n=182)",0=是,0
followup_感染详细(部位)_encoded,随访_感染详细(部位) (编码),integer (encoded),followup,7,0.0,"mode (fill=血流, n=215)","0=不明确; 1=其他; 2=泌尿系统; 3=肺; 4=肺,肛周; 5=肺,血流; 6=血流",6; 3; 5
followup_感染详细(病原菌)_encoded,随访_感染详细(病原菌) (编码),integer (encoded),followup,10,0.0,"mode (fill=EB, n=183)","0=CMV; 1=CMV,EB; 2=CMV,EB,其他病毒; 3=EB; 4=不明确; 5=其他病毒; 6=真菌; 7=细菌; 8=细菌,EB; 9=细菌,真菌",3; 1; 0
followup_GVHD类型_encoded,随访_GVHD类型 (编码),integer (encoded),followup,2,0.0,"mode (fill=慢性, n=240)",0=急性; 1=慢性,1; 0
followup_是否出血性膀胱炎_encoded,随访_是否出血性膀胱炎 (编码),integer (encoded),followup,1,0.0,"mode (fill=是, n=245)",0=是,0
followup_是否肝功能损害_encoded,随访_是否肝功能损害 (编码),integer (encoded),followup,1,0.0,"mode (fill=是, n=244)",0=是,0
followup_是否肾功能损害_encoded,随访_是否肾功能损害 (编码),integer (encoded),followup,1,0.0,"mode (fill=是, n=246)",0=是,0
followup_其他详细_encoded,随访_其他详细 (编码),integer (encoded),followup,2,0.0,"mode (fill=消化道出血, n=245)",0=消化道出血; 1=肠道VOD,0; 1
followup_是否中性粒细胞重建_encoded,随访_是否中性粒细胞重建 (编码),integer (encoded),followup,2,0.0,"mode (fill=否, n=140)",0=否; 1=是,0; 1
followup_是否血小板重建_encoded,随访_是否血小板重建 (编码),integer (encoded),followup,2,0.0,"mode (fill=否, n=149)",0=否; 1=是,0; 1
followup_是否出仓_encoded,随访_是否出仓 (编码),integer (encoded),followup,2,0.0,"mode (fill=否, n=112)",0=否; 1=是,0; 1
followup_复发_encoded,随访_复发 (编码),integer (encoded),followup,4,0.0,"mode (fill=RE, n=243)",0=RE; 1=全面复发; 2=复发; 3=复发   幼淋1%,0; 3; 1
followup_其他异常指标_encoded,随访_其他异常指标 (编码),integer (encoded),followup,49,0.0,"mode (fill=BK病毒1.91E+006, n=198)","0=BK病毒1.91E+006; 1=BK病毒核酸（尿）>5.00E+008; 2=BK病毒：1.92E+004，血培养：白色念珠菌，肺炎克雷伯菌; 3=BK：>5.00E+008; 4=CMV：尿2.68E+001; 5=C反应蛋白：136
白细胞介素6:102
肿瘤坏死因子-a：19.9; 6=JC：6.5E+003
尿BK1.18E+005; 7=SF:  864.77; 8=SF：470.19; 9=SF：882.41; 10=乙肝病毒表面抗体229.07mIU/ml，乙肝病毒e抗体0.70s/co，乙肝病毒核心抗体5.35s/co。; 11=大便培养：少量白色念珠菌生长; 12=尿BK1.29E+006/JC1.01E+006; 13=尿BK7.69E+003; 14=尿BK>5.00E+008
JC   9.28E+007; 15=尿BK>5.00E+008
JC2.87E+006
; 16=尿BK>5.00E+008
尿JC   2.82E+004; 17=尿BK病毒：4.32E+006；尿JC病毒：1.45E+008; 18=尿BK：1.49E+007; 19=尿BK＞5E+008; 20=尿JC：1.12E+005; 21=尿ph值：5.5
尿白细胞：+; 22=尿常规：尿红细胞+-，尿白细胞+-; 23=尿常规：蛋白质2+， 尿红细胞3+，尿白细胞+-; 24=尿常规：蛋白质2+，尿红细胞3+，尿白细胞1+; 25=尿常规：蛋白质3+，尿红细胞3+，尿白细胞+-; 26=尿常规：蛋白质3+，尿红细胞3+，尿白细胞3+; 27=尿白细胞+-; 28=尿白细胞：+
尿胆红素：1+; 29=尿蛋白1+、红细胞+-、白细胞2+; 30=尿蛋白2+尿红细胞3+尿白细胞+; 31=尿蛋白2+，尿红细胞3+，尿白细胞+   ; 32=尿蛋白：+，尿白细胞：+; 33=查见革兰氏阳性球菌，呈双或短链状，位于白细胞外；查见革兰氏散在阴性杆菌，位于白细胞外；BK病毒核酸5.3E+008; 34=直接抗人球蛋白++; 35=直接抗人球蛋白0.5+; 36=窦性心动过速; 37=肺CT：双肺可见斑片状高密度影，形态不规则，左侧胸腔积液伴周围肺组织被动性不张; 38=肺CT：双肺散在硬结灶，右肺下叶背段小钙化灶，左肺上叶舌段纤维灶，肝左外叶上段小囊肿可能; 39=肺CT：双肺课件散在斑片状、小结节状密度增高影; 40=血型：B; 41=血培养：大肠埃希菌; 42=血培养：大肠埃希菌，考虑败血症; 43=血培养：皮氏罗尔斯顿菌; 44=血培养：肺炎克雷伯杆菌；铁蛋白：1808.35ug/L; 45=血培养：表皮葡萄球菌; 46=铁蛋白1886.38; 47=铁蛋白>2000; 48=铁蛋白：＞2000",0; 23; 45
followup_备注_encoded,随访_备注 (编码),integer (encoded),followup,37,0.0,"mode (fill=1.3高蕾门诊随访
12.20左右骨穿, n=210)","0=1.3高蕾门诊随访
12.20左右骨穿; 1=10.24孔佩艳门诊随访; 2=10.4向茜茜门诊随访; 3=10月8日骨穿结果，10月18日高蕾主任复诊; 4=11.28孔佩艳复诊; 5=11.29高蕾门诊随访; 6=11.29高蕾门诊随访
11.13腰穿，11.13左右骨穿; 7=11月12日骨穿结果; 8=12.24刘耀门诊随访; 9=12.27高蕾门诊随访/注意12.20骨穿结果; 10=12.4文钦复诊
注意11.7骨穿结果; 11=12月19日骨穿结果; 12=2017年移植，2017.10.26放弃治疗出院; 13=2017年移植，2017.9.6因肺部感染，放弃治疗出院; 14=2017年移植，骨髓移植成功，但外周血造血未重建，2017-12-18突发呼吸、心跳停止，抢救后情况无好转，放弃治疗出院; 15=5.17电话随访，5月初,  因恶心呕自改CSA50mg/12h; 16=7.26号PET-CF
8.5号来医院查血常规
8.6号腰穿; 17=7月11日没挂到孔主任号，若挂不到，7月12日一早并看结果；7月11日日间病房间充质输注; 18=7月12日骨穿结果（str）; 19=7月23日骨穿结果，8月2日做腰穿; 20=8.16张诚主任门诊随访
血象稳定后输注CRT; 21=9.26向茜茜复诊; 22=XX94%     XY6%; 23=入院治疗; 24=双手掌严重脱屑; 25=注意11.14骨穿结果
11.22刘嘉复诊; 26=注意11.19骨穿结果
12.18左右门诊随访; 27=注意11.22骨穿结果
11.29张诚门诊随访; 28=注意12.4骨穿结果
12.13张诚门诊随访; 29=注意9.17骨穿结果
10.10向茜茜随访; 30=注意9.17骨穿结果
一个月复诊一次10.18张诚门诊随访; 31=注意9.27骨穿结果
10.11高蕾门诊随访; 32=注意9.7骨穿结果
9.19孔佩艳门诊随访; 33=血红蛋白低医生建议本地医院输血
9.26孔佩艳门诊随访; 34=近期红岭医院去铁; 35=配型结果未填；7月11日植入率结果; 36=高蕾主任复诊",0; 13; 24
第二次原因备注,第二次原因备注,dropped (100% missing),info,0,100.0,dropped,,
冻存-骨髓有核细胞,冻存-骨髓有核细胞,dropped (100% missing),info,0,100.0,dropped,,
冻存-骨髓CD34,冻存-骨髓CD34,dropped (100% missing),info,0,100.0,dropped,,
pred_抗体筛选实验备注,pred_抗体筛选实验备注,dropped (100% missing),pre-test-d,0,100.0,dropped,,
followup_是否植入不良,followup_是否植入不良,dropped (100% missing),followup,0,100.0,dropped,,
followup_是否凝血功能障碍,followup_是否凝血功能障碍,dropped (100% missing),followup,0,100.0,dropped,,
